Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Inflight entertainment,On-board service,Leg room service,Inflight service,Departure Delay in Minutes,Arrival Delay in Minutes,Churn
2,3,3,5,3,5,2,2,3,0,0,Churn
4,1,1,4,4,4,1,4,4,0,20,Churn
5,5,5,5,5,5,4,1,2,0,6,Not churn
1,3,1,3,1,3,3,1,3,30,19,Churn
5,1,5,2,5,2,1,2,3,1,5,Not churn
2,4,2,4,2,4,3,3,3,31,22,Churn
3,5,3,5,3,5,3,2,5,0,0,Churn
3,5,3,5,5,1,1,3,1,0,0,Churn
2,4,4,2,2,2,4,5,2,5,2,Churn
2,3,2,1,4,3,3,2,3,16,13,Churn
5,2,2,5,5,5,5,2,1,49,59,Not churn
4,0,3,5,3,5,5,5,1,34,29,Churn
3,1,1,4,4,3,3,3,3,0,0,Churn
1,1,1,5,1,5,4,2,4,0,0,Churn
4,4,4,5,4,4,4,4,4,0,6,Not churn
5,3,3,5,5,5,2,3,5,19,8,Not churn
3,4,3,4,3,4,3,4,3,2,0,Churn
3,3,3,2,5,4,4,4,4,0,0,Not churn
0,0,0,2,4,3,3,3,3,89,83,Not churn
3,3,3,4,3,4,4,1,2,0,0,Churn
0,0,0,1,0,1,3,4,2,0,0,Not churn
3,5,3,1,3,1,4,4,4,0,0,Churn
4,4,4,5,3,4,4,4,4,0,0,Churn
3,5,5,3,3,3,3,2,3,0,0,Churn
4,0,4,2,4,2,4,5,4,0,0,Not churn
5,5,5,3,4,4,4,5,4,0,0,Not churn
4,4,4,1,1,4,4,4,4,10,0,Churn
1,5,1,2,5,4,4,1,4,0,0,Churn
3,4,3,5,3,5,2,5,3,3,3,Churn
0,0,0,2,0,2,2,2,1,0,0,Not churn
4,4,3,5,4,5,5,4,5,0,0,Not churn
5,5,5,2,5,2,4,3,5,0,0,Not churn
0,5,0,3,0,3,5,3,4,22,46,Not churn
2,2,2,3,3,5,5,5,5,0,0,Not churn
2,5,3,5,3,5,5,4,3,0,0,Churn
2,1,1,3,1,3,5,5,4,1,0,Churn
4,1,5,4,4,4,5,1,3,0,0,Not churn
1,1,1,2,5,5,5,5,5,0,1,Not churn
1,1,4,4,5,4,4,4,4,51,29,Not churn
4,4,4,4,4,4,5,3,4,0,10,Not churn
2,3,4,2,2,2,3,4,4,0,0,Churn
2,2,2,3,4,3,3,4,3,0,0,Not churn
2,3,3,2,2,2,4,4,4,0,0,Not churn
2,2,2,1,3,2,2,2,2,0,0,Churn
0,5,0,3,3,2,2,2,2,0,0,Not churn
4,4,4,4,4,5,5,5,5,3,2,Not churn
1,4,1,5,4,3,3,1,3,0,0,Churn
3,5,5,3,3,3,3,5,3,24,15,Churn
4,3,3,4,4,4,1,3,4,0,0,Churn
3,3,3,4,4,4,1,3,3,0,4,Not churn
2,2,2,5,4,5,4,3,4,0,0,Not churn
3,1,3,1,3,1,1,5,3,86,106,Churn
2,2,2,3,2,3,2,4,3,45,4,Churn
3,4,3,2,4,4,4,3,4,9,0,Churn
2,2,2,5,4,2,2,2,2,13,18,Not churn
5,1,5,3,3,5,5,5,5,0,0,Not churn
1,1,1,5,5,5,5,5,5,1,38,Not churn
5,5,5,5,5,5,5,5,5,0,0,Not churn
3,5,5,5,2,3,3,3,3,20,11,Churn
1,4,1,3,1,3,5,4,5,0,8,Churn
3,4,3,4,3,4,4,5,4,0,1,Churn
3,1,3,3,3,3,1,2,3,17,8,Churn
3,3,3,3,3,2,2,4,4,50,71,Churn
4,3,4,2,1,4,4,4,4,1,0,Churn
1,4,4,1,1,1,3,3,2,0,0,Churn
2,5,2,2,1,2,2,2,2,0,0,Churn
0,5,0,2,4,4,4,4,4,0,0,Not churn
5,3,5,4,5,4,5,5,5,17,22,Not churn
2,2,2,5,5,5,4,5,4,0,0,Not churn
2,5,2,5,4,5,5,2,5,101,99,Churn
1,5,1,2,1,2,3,3,5,9,0,Churn
1,4,1,4,1,4,3,5,5,0,0,Churn
1,5,1,5,1,5,5,2,4,0,0,Churn
4,3,3,4,4,4,3,3,4,0,0,Not churn
3,5,5,5,3,3,3,3,3,0,0,Churn
2,4,2,2,2,2,5,5,3,12,1,Churn
3,4,4,3,4,3,4,3,4,14,6,Churn
1,5,1,4,1,4,3,2,4,14,1,Churn
2,0,2,5,2,5,1,3,3,63,84,Churn
5,0,5,5,5,5,2,4,2,12,0,Not churn
2,4,2,1,2,1,5,5,5,24,11,Churn
1,1,1,1,2,5,5,5,5,22,1,Not churn
5,4,4,5,5,5,5,1,1,13,0,Not churn
2,2,2,3,2,3,3,4,3,0,7,Churn
3,4,4,3,3,3,3,4,4,0,0,Churn
5,5,5,5,5,4,4,4,4,0,0,Not churn
3,5,4,3,4,3,3,4,3,0,0,Churn
1,1,1,3,1,3,3,1,3,11,12,Churn
2,2,2,3,4,4,4,5,4,42,49,Not churn
0,3,0,5,0,5,5,3,2,0,0,Not churn
5,5,5,4,5,3,3,2,3,43,37,Not churn
4,4,4,2,4,5,5,4,5,42,39,Not churn
1,1,2,5,4,5,5,4,5,46,74,Not churn
1,1,1,3,3,3,1,5,5,0,0,Not churn
3,3,3,3,3,3,4,1,2,78,68,Churn
2,2,2,4,3,2,2,2,2,0,0,Churn
2,2,2,2,2,2,5,2,5,0,15,Churn
2,5,5,1,3,2,2,2,2,0,5,Churn
2,4,2,5,2,5,1,2,1,3,7,Churn
1,1,1,4,4,4,3,2,5,0,0,Not churn
3,5,5,4,5,4,5,4,4,0,0,Churn
2,2,2,3,2,3,1,4,3,0,0,Churn
1,4,1,2,1,2,4,5,5,7,2,Churn
5,3,5,5,5,5,1,5,5,0,0,Not churn
3,5,3,4,3,4,5,4,5,15,11,Churn
2,2,2,5,2,5,5,4,4,15,7,Churn
1,1,1,2,4,5,5,5,5,0,0,Not churn
2,2,1,2,2,4,4,1,4,0,0,Churn
4,4,4,4,4,4,5,4,3,0,0,Not churn
1,3,1,2,1,2,4,3,3,0,0,Churn
2,2,2,2,2,2,2,4,4,70,64,Churn
2,5,2,1,2,1,3,5,5,0,1,Churn
4,4,4,3,4,4,4,4,4,0,39,Not churn
1,5,2,1,1,1,1,1,3,27,35,Churn
2,5,2,2,2,2,5,5,4,0,0,Churn
4,2,2,4,4,4,5,1,3,0,0,Not churn
5,3,5,4,5,4,3,3,4,0,0,Not churn
5,5,5,3,4,4,4,4,4,0,0,Not churn
4,3,5,1,5,1,3,5,4,12,20,Churn
3,5,3,3,2,2,4,5,3,0,0,Churn
1,1,1,4,4,4,5,5,5,11,0,Not churn
4,4,5,3,5,3,3,3,4,38,20,Churn
4,3,3,4,4,4,3,2,3,18,34,Churn
3,4,3,5,3,5,5,5,5,0,0,Churn
4,4,4,3,5,5,5,5,5,12,5,Not churn
3,5,3,3,3,3,4,5,4,36,28,Churn
1,1,1,5,4,5,5,5,5,0,1,Not churn
2,2,2,2,2,2,2,5,4,36,35,Churn
0,0,0,2,4,1,1,1,1,0,0,Not churn
3,3,3,3,3,3,1,2,3,12,14,Churn
1,1,1,5,5,5,3,3,2,0,0,Not churn
4,5,3,5,4,4,4,3,4,0,0,Churn
1,1,1,3,5,5,5,5,5,66,54,Not churn
3,5,5,3,3,3,4,1,3,0,0,Churn
2,4,2,4,2,4,1,5,4,0,26,Churn
1,4,4,3,3,3,3,3,3,8,29,Churn
3,5,5,2,2,3,3,3,3,7,4,Churn
5,3,3,5,5,5,3,2,3,0,18,Not churn
2,2,2,4,4,4,4,4,4,45,42,Not churn
3,5,3,5,3,5,4,3,4,0,0,Churn
1,1,1,3,1,3,4,5,4,0,0,Churn
4,4,4,3,4,2,2,2,2,0,0,Not churn
3,4,3,4,3,4,5,3,2,0,0,Churn
2,2,2,5,4,4,4,4,4,1,0,Not churn
5,5,5,3,5,3,3,4,3,0,0,Not churn
4,5,5,4,4,4,1,5,4,0,0,Churn
1,5,1,2,1,2,1,3,3,1,0,Churn
3,3,3,5,4,1,1,3,1,28,25,Churn
4,4,4,3,4,3,4,4,4,0,0,Not churn
3,3,3,4,5,4,4,4,4,0,0,Not churn
3,3,3,4,4,3,3,4,4,0,0,Not churn
4,4,4,3,4,4,4,4,4,0,0,Not churn
3,4,4,4,4,4,3,1,3,0,0,Churn
3,5,3,5,3,3,3,3,3,4,28,Churn
4,0,4,5,4,5,3,4,1,58,60,Not churn
4,4,4,4,3,5,5,4,5,0,11,Not churn
3,3,3,5,3,5,5,2,4,1,0,Churn
2,2,2,3,3,5,5,5,5,0,0,Not churn
2,1,2,3,5,5,5,5,5,0,0,Not churn
3,4,3,2,3,2,4,4,4,5,5,Churn
1,1,3,2,5,5,5,4,5,0,0,Not churn
3,5,3,3,3,3,5,5,4,0,0,Churn
5,5,4,5,4,5,5,5,5,7,1,Not churn
4,4,3,4,3,4,3,2,4,0,0,Churn
5,0,5,4,5,4,3,4,5,1,11,Not churn
2,2,2,3,1,4,4,4,4,0,0,Not churn
3,4,3,2,3,2,5,3,5,0,0,Churn
5,3,2,4,5,5,5,5,5,30,22,Not churn
3,2,3,1,3,1,3,3,3,4,0,Churn
4,4,4,1,4,1,3,4,4,34,38,Not churn
3,3,3,1,3,1,4,5,3,90,122,Churn
2,2,2,4,2,4,5,2,2,0,0,Churn
3,4,0,4,4,4,4,0,4,0,0,Churn
3,5,3,1,3,1,4,3,4,1,0,Churn
4,4,4,5,3,5,5,5,5,0,0,Not churn
1,1,1,5,4,5,5,5,5,0,0,Not churn
5,5,5,5,5,5,4,3,5,0,13,Not churn
1,1,3,4,4,4,4,4,4,0,0,Not churn
3,3,3,4,4,4,4,5,5,49,33,Not churn
1,1,1,3,4,4,4,4,4,0,17,Not churn
4,0,3,4,3,4,4,5,4,0,0,Churn
4,5,4,4,4,4,2,4,3,1,2,Churn
3,4,3,3,3,3,3,4,4,38,53,Churn
4,4,4,2,4,4,4,4,4,0,5,Not churn
2,2,2,3,3,4,4,4,4,0,0,Not churn
3,4,3,1,3,1,3,2,4,0,0,Churn
4,3,4,1,4,1,3,2,4,55,54,Churn
5,5,2,5,5,4,1,1,1,151,127,Not churn
2,2,2,4,5,4,4,4,4,0,0,Not churn
5,5,5,3,4,5,5,5,5,0,0,Not churn
5,4,5,2,5,2,3,5,5,2,0,Not churn
5,5,5,4,5,4,4,4,4,0,0,Not churn
0,5,0,4,1,1,1,1,1,0,0,Not churn
2,2,2,4,2,4,4,3,3,45,64,Churn
3,3,3,2,5,4,4,4,4,0,0,Not churn
4,4,4,2,1,4,4,4,4,0,0,Not churn
5,5,5,3,4,5,5,5,5,4,0,Not churn
5,5,5,2,5,2,4,2,5,0,26,Not churn
3,3,3,5,5,2,2,2,2,0,0,Not churn
5,4,4,5,5,5,1,4,3,0,0,Not churn
2,2,2,5,4,4,4,4,4,0,0,Not churn
4,3,3,4,4,4,4,1,5,0,0,Not churn
3,2,3,2,3,4,4,3,4,0,0,Churn
2,0,2,4,2,4,1,5,4,0,0,Churn
1,3,3,2,2,4,4,3,4,0,0,Churn
1,1,1,2,5,5,5,5,5,0,0,Not churn
2,4,2,5,4,3,3,2,3,0,0,Churn
3,5,3,3,3,3,3,5,4,6,10,Churn
3,2,5,1,3,3,3,3,3,0,15,Churn
3,5,4,3,4,3,5,2,4,12,9,Churn
2,3,2,2,2,2,3,4,3,0,11,Churn
1,1,1,5,5,4,4,4,4,0,0,Not churn
2,2,2,2,2,2,1,1,4,27,42,Churn
2,2,2,1,2,1,3,3,4,0,0,Churn
2,5,2,3,4,3,3,2,3,23,25,Churn
3,4,4,4,4,2,2,2,2,0,0,Churn
1,4,1,4,1,4,3,4,5,0,4,Churn
1,1,1,3,1,3,1,5,1,0,0,Churn
2,2,4,5,5,5,5,5,5,4,0,Not churn
1,1,1,4,1,4,4,4,4,0,0,Churn
4,4,4,4,4,4,5,3,3,51,48,Not churn
2,2,2,4,2,4,3,5,4,0,0,Churn
2,4,2,5,2,5,4,5,4,45,45,Churn
3,4,3,1,3,1,5,5,4,18,3,Churn
0,0,0,3,0,3,5,1,5,0,0,Not churn
1,4,1,2,1,2,2,2,4,0,20,Churn
2,2,2,4,5,4,4,4,4,58,67,Not churn
4,4,4,4,5,5,5,5,5,7,2,Not churn
2,2,2,1,2,1,1,1,4,0,0,Churn
2,5,3,3,3,3,4,3,4,0,0,Churn
4,4,4,2,4,5,5,5,5,0,30,Not churn
4,4,4,5,4,5,5,2,5,0,0,Not churn
4,4,4,4,4,4,3,4,3,0,0,Churn
3,5,5,4,2,3,3,3,3,92,91,Churn
3,4,3,3,3,3,3,3,3,100,104,Churn
5,1,5,4,5,4,4,4,4,2,4,Not churn
3,4,3,4,3,4,4,3,4,0,0,Churn
5,5,5,2,4,4,4,4,4,56,64,Not churn
5,5,5,3,3,3,5,3,4,0,28,Not churn
1,5,5,1,1,1,4,5,4,0,42,Churn
4,4,4,5,4,4,4,4,4,1,0,Not churn
4,4,4,2,4,4,4,4,4,0,0,Not churn
3,5,3,5,3,5,4,5,2,0,2,Churn
4,2,4,2,4,2,1,3,3,0,0,Churn
2,3,2,3,2,3,1,2,3,37,28,Churn
3,5,2,2,3,3,3,3,3,53,35,Churn
3,5,3,5,3,5,2,4,2,0,15,Churn
3,3,3,1,3,3,3,3,3,0,0,Churn
0,0,0,1,0,1,3,2,5,0,0,Not churn
3,0,3,2,5,3,3,3,3,0,0,Churn
2,4,2,2,2,2,4,3,2,0,0,Churn
0,0,0,4,5,2,2,2,2,3,0,Not churn
2,5,2,1,2,1,5,3,4,0,0,Churn
4,4,4,4,4,4,4,5,5,0,0,Not churn
1,4,1,4,1,4,4,5,4,0,0,Churn
5,5,5,2,5,5,5,5,5,29,23,Not churn
4,4,4,4,4,4,5,4,4,21,4,Not churn
4,4,4,3,4,3,5,3,5,109,69,Not churn
5,5,5,4,5,4,4,4,4,1,1,Not churn
5,4,5,2,5,2,4,3,2,0,0,Not churn
3,5,3,4,4,2,2,3,2,4,17,Churn
1,1,1,2,1,4,4,4,4,0,0,Not churn
0,5,0,5,5,5,5,4,5,0,0,Not churn
1,3,1,3,5,4,4,4,4,7,22,Not churn
3,3,3,3,3,3,2,4,5,0,0,Churn
5,5,5,2,4,5,5,5,5,5,0,Not churn
3,4,3,5,4,3,3,3,3,9,1,Churn
2,0,2,3,2,3,3,4,5,78,91,Churn
0,0,0,2,4,1,1,1,1,0,2,Not churn
4,4,4,2,4,3,3,4,3,0,0,Not churn
1,0,1,5,1,5,3,4,5,0,0,Churn
4,4,4,1,3,5,5,5,5,0,1,Not churn
4,1,4,5,4,5,1,2,1,0,0,Not churn
4,5,4,3,4,3,3,4,3,7,0,Churn
5,5,5,3,5,3,4,2,5,0,0,Not churn
3,5,3,3,1,3,3,3,3,0,0,Churn
3,3,3,4,4,4,4,4,4,61,50,Not churn
3,3,3,4,3,4,2,5,4,9,0,Churn
4,4,4,3,4,3,5,5,5,3,0,Not churn
3,2,2,5,3,5,3,4,4,2,0,Churn
4,4,4,4,4,4,4,4,4,0,18,Not churn
4,4,4,5,5,5,4,2,5,0,0,Not churn
4,3,3,4,4,4,3,1,4,0,10,Not churn
4,2,2,4,4,4,4,4,4,2,0,Not churn
4,2,2,4,4,4,1,2,3,0,13,Churn
4,1,4,1,4,1,4,5,4,0,0,Churn
5,3,3,3,5,3,5,5,2,0,0,Not churn
4,4,2,2,3,4,4,4,4,4,17,Churn
4,5,5,4,4,4,2,4,1,9,0,Not churn
2,2,2,3,2,3,3,2,3,0,0,Churn
2,4,2,5,5,5,3,5,3,0,0,Not churn
5,2,5,1,5,1,3,3,3,0,0,Not churn
4,4,4,4,4,4,3,2,4,4,17,Not churn
2,1,2,2,2,2,5,3,4,0,0,Not churn
2,4,4,2,2,2,4,4,3,36,36,Churn
1,1,5,3,5,5,5,5,5,0,0,Not churn
3,5,2,5,2,5,4,5,5,0,3,Churn
4,4,4,2,3,5,5,5,5,21,36,Not churn
3,2,3,5,5,5,3,4,4,0,0,Not churn
2,2,2,1,2,1,2,2,3,0,19,Churn
4,4,5,2,5,5,5,5,5,0,0,Not churn
3,5,2,3,4,3,3,2,3,0,0,Churn
5,5,5,5,5,5,4,4,1,72,64,Not churn
0,0,0,4,0,4,3,2,5,35,16,Not churn
2,3,3,3,3,2,2,2,2,3,0,Churn
4,4,4,2,5,4,4,4,4,0,0,Not churn
4,4,5,4,5,2,2,2,2,124,116,Not churn
4,3,5,2,5,2,1,1,2,3,3,Churn
2,2,2,1,2,1,3,4,4,13,0,Churn
0,0,1,5,1,5,3,4,4,12,17,Not churn
2,4,4,3,2,3,3,4,3,0,9,Churn
4,5,4,5,4,5,4,5,4,0,0,Not churn
0,0,0,2,0,2,3,4,5,1,0,Not churn
2,0,3,4,3,4,5,4,4,14,8,Churn
3,4,3,1,2,2,2,3,2,0,11,Churn
4,4,4,2,4,2,4,2,3,0,7,Churn
3,0,3,5,3,5,4,5,4,0,0,Churn
2,4,2,2,2,2,3,5,4,10,0,Churn
2,2,2,2,2,2,4,1,2,2,0,Churn
3,5,5,3,4,3,3,3,3,21,9,Churn
4,4,4,2,4,5,5,5,5,0,2,Not churn
1,4,1,3,1,3,4,5,4,1,0,Churn
4,3,4,5,4,5,4,4,3,0,1,Churn
0,0,0,5,5,2,2,2,2,8,13,Not churn
4,4,4,4,5,5,5,5,5,0,0,Not churn
4,4,4,4,4,1,1,2,1,0,0,Not churn
0,4,0,2,2,5,4,5,3,146,142,Not churn
4,1,1,3,4,4,4,4,4,0,0,Churn
3,2,3,4,4,5,5,3,5,10,0,Churn
2,2,2,1,2,1,3,2,5,51,42,Churn
5,4,4,5,5,5,2,5,4,2,0,Not churn
4,4,4,4,4,4,3,3,4,0,0,Not churn
3,0,3,2,3,2,5,3,5,0,1,Churn
4,4,4,2,4,5,5,5,5,0,0,Not churn
5,5,5,3,4,5,5,4,5,9,0,Not churn
2,2,2,2,5,3,3,3,3,20,22,Not churn
1,1,1,5,5,5,2,2,3,0,0,Not churn
1,1,1,2,5,5,5,5,5,0,0,Not churn
3,4,3,1,3,1,3,5,5,0,11,Churn
2,5,2,1,2,1,3,4,4,0,0,Churn
4,2,4,5,3,2,2,4,2,10,0,Churn
2,2,2,3,5,4,4,4,4,0,0,Not churn
1,4,4,2,3,2,2,2,2,0,4,Churn
5,4,4,2,4,5,5,5,5,0,0,Not churn
2,4,2,2,2,2,1,4,3,2,50,Churn
4,4,4,4,4,4,4,2,1,0,0,Not churn
2,5,2,4,2,4,4,3,5,0,7,Churn
4,4,5,3,5,4,4,4,4,22,8,Not churn
3,3,3,5,4,5,5,5,5,6,0,Not churn
2,2,2,5,5,5,4,3,5,120,116,Not churn
4,0,4,2,4,2,2,4,1,81,79,Churn
4,2,2,4,4,4,5,4,1,0,0,Not churn
3,3,3,5,5,5,5,5,5,0,0,Not churn
2,2,2,3,2,3,5,3,5,0,0,Churn
1,2,2,2,3,1,1,1,1,0,0,Churn
3,0,3,3,4,5,5,3,5,0,0,Churn
3,3,1,2,5,5,5,5,5,23,36,Not churn
5,4,4,5,5,5,5,2,4,0,0,Not churn
4,2,2,4,4,4,2,1,1,0,0,Not churn
1,1,1,4,5,4,4,4,4,0,0,Not churn
1,1,1,4,4,4,1,1,5,30,28,Not churn
1,1,1,5,1,5,3,5,4,8,4,Churn
1,4,1,4,4,2,2,1,2,3,2,Churn
3,1,3,1,3,1,4,4,4,7,18,Churn
3,2,3,4,3,4,3,4,2,0,0,Churn
3,4,3,5,5,5,5,3,5,0,11,Churn
2,2,2,2,2,2,3,3,5,0,7,Churn
4,2,4,3,4,3,3,1,3,0,0,Churn
4,4,4,4,5,4,4,4,4,0,0,Not churn
2,5,2,5,2,5,5,5,4,0,10,Churn
1,1,1,2,1,2,4,2,2,46,23,Churn
5,5,1,3,3,3,4,4,2,0,0,Not churn
2,5,2,5,4,2,2,2,2,10,0,Churn
1,5,5,1,1,3,1,3,3,63,137,Churn
2,5,1,2,1,2,4,2,4,4,0,Churn
1,5,1,3,1,3,4,3,5,0,0,Churn
1,1,1,1,1,5,5,5,5,0,0,Not churn
1,5,1,3,1,3,3,2,5,0,3,Churn
1,1,1,2,3,1,1,1,1,0,0,Churn
5,5,5,5,5,5,5,3,4,0,0,Not churn
1,1,5,4,4,5,5,5,5,0,0,Not churn
2,2,2,1,2,1,2,3,3,0,0,Churn
4,4,5,1,3,3,3,5,3,0,7,Churn
3,1,3,2,3,2,1,3,3,108,97,Churn
3,4,3,2,3,2,3,4,3,24,25,Churn
4,4,4,4,4,4,5,3,5,1,0,Not churn
3,3,5,3,4,4,4,4,4,0,9,Not churn
2,2,2,2,4,5,5,5,5,6,0,Not churn
1,5,1,1,1,1,5,3,5,0,0,Churn
5,5,5,5,5,5,5,4,5,4,0,Not churn
1,1,1,2,4,5,5,5,5,0,0,Not churn
2,4,2,1,2,1,3,4,5,0,0,Churn
2,2,2,5,5,5,5,1,2,0,0,Not churn
3,5,5,3,3,3,3,5,4,0,0,Churn
2,1,1,2,2,2,2,2,2,0,0,Churn
3,3,5,3,2,3,3,3,3,0,17,Churn
1,1,1,4,4,5,5,5,5,0,0,Not churn
4,5,4,5,4,5,4,4,5,30,18,Churn
3,3,3,2,4,5,5,5,5,0,0,Not churn
1,3,1,4,4,1,1,1,1,2,0,Churn
2,4,2,1,2,1,5,4,4,0,4,Churn
1,1,4,3,5,5,5,5,5,0,0,Not churn
4,3,3,5,4,4,4,4,4,13,13,Churn
3,3,3,2,5,4,4,4,4,3,0,Not churn
2,2,2,3,5,5,5,4,5,0,0,Not churn
5,5,5,5,5,5,3,3,1,38,48,Not churn
2,1,2,1,2,1,3,5,4,36,31,Churn
2,3,2,5,2,5,1,2,3,3,0,Churn
4,3,4,5,4,5,1,5,2,16,12,Not churn
3,5,3,3,3,3,3,4,5,0,0,Churn
0,4,0,2,2,2,3,3,5,0,0,Not churn
5,5,5,2,3,4,4,4,4,0,0,Not churn
4,5,5,3,4,3,2,3,2,161,173,Churn
1,1,1,4,5,5,5,5,5,0,0,Not churn
2,0,2,5,4,5,5,2,5,59,57,Churn
2,1,2,5,2,5,1,3,3,0,0,Churn
2,3,2,3,3,5,5,2,5,1,5,Churn
2,2,2,4,4,4,5,3,4,0,0,Not churn
4,4,4,5,5,4,4,4,4,0,0,Not churn
0,4,0,3,0,3,4,2,5,0,0,Not churn
3,4,3,5,3,5,5,4,5,1,0,Churn
2,2,2,5,5,5,5,5,5,2,7,Not churn
3,2,2,3,3,3,2,5,4,0,0,Not churn
2,2,2,4,5,4,4,4,4,0,18,Not churn
3,4,3,4,4,5,5,3,5,0,13,Churn
4,3,4,5,4,2,2,4,2,1,3,Churn
4,1,4,4,4,4,5,4,4,7,9,Not churn
4,4,3,4,4,2,5,1,4,284,286,Churn
0,2,0,2,0,2,4,1,4,0,15,Not churn
2,2,2,5,2,5,4,5,4,0,7,Churn
0,0,0,1,0,1,4,5,4,3,0,Not churn
4,4,4,4,4,5,5,5,5,56,53,Not churn
3,5,3,2,3,3,3,3,3,9,3,Churn
5,5,5,3,5,3,3,4,4,0,0,Not churn
5,5,5,3,5,3,4,5,4,7,2,Not churn
4,1,4,1,2,1,3,4,5,41,31,Not churn
1,1,1,2,5,4,4,4,4,41,39,Not churn
5,0,5,4,5,4,5,3,4,0,0,Not churn
1,4,1,4,4,3,3,1,3,0,0,Churn
1,5,1,3,4,2,2,1,2,52,61,Churn
2,3,3,2,4,4,5,3,2,0,12,Churn
2,5,2,3,4,4,4,2,4,0,5,Churn
1,3,3,4,3,2,2,1,2,0,0,Churn
4,4,4,5,4,4,4,4,4,0,0,Not churn
3,4,3,2,3,2,1,3,3,2,1,Churn
4,4,4,3,4,3,5,4,4,0,0,Not churn
4,5,4,2,4,2,4,4,4,0,0,Not churn
1,2,1,4,1,4,4,1,4,0,0,Churn
4,5,4,4,5,4,4,4,4,6,7,Not churn
1,1,1,4,3,4,4,4,4,24,27,Not churn
3,3,3,5,3,5,1,5,2,0,0,Churn
3,1,3,1,3,1,2,2,2,0,0,Churn
3,3,3,4,4,4,4,2,5,8,3,Not churn
1,1,1,3,1,3,5,4,4,1,0,Churn
2,4,4,2,2,2,3,3,3,0,0,Churn
3,3,3,4,4,2,2,2,2,0,1,Not churn
5,5,5,2,5,2,3,4,5,24,17,Not churn
4,4,4,4,4,4,4,4,4,0,17,Not churn
1,1,1,1,3,3,3,4,3,0,0,Not churn
4,1,1,4,3,4,4,4,4,57,48,Not churn
4,3,2,1,4,4,4,4,4,3,0,Churn
4,3,3,4,4,4,3,2,4,0,0,Not churn
5,3,2,5,5,5,3,5,4,0,0,Not churn
4,4,4,3,3,3,3,4,3,0,9,Not churn
2,5,2,5,2,5,2,1,4,37,50,Churn
3,3,3,1,3,1,4,1,3,56,52,Churn
2,2,2,3,4,4,4,4,4,88,84,Not churn
1,4,4,4,4,4,3,4,3,0,0,Churn
2,2,2,5,2,5,3,4,3,0,0,Churn
2,1,2,3,2,3,2,5,4,2,0,Churn
2,5,2,2,2,2,4,2,4,0,0,Churn
4,4,4,4,4,4,5,5,5,21,31,Not churn
2,4,4,2,2,2,2,2,2,2,0,Churn
1,1,1,5,1,5,4,1,4,0,0,Churn
3,1,3,2,3,2,1,2,4,0,0,Churn
2,2,2,4,2,4,1,3,1,8,5,Churn
3,3,3,5,3,5,3,4,3,7,0,Churn
2,2,2,5,3,2,2,2,2,0,3,Churn
5,5,5,5,5,4,3,4,4,0,2,Not churn
1,1,1,5,4,4,4,4,4,0,4,Not churn
4,2,2,2,3,4,4,4,4,0,0,Churn
3,1,3,1,3,1,3,1,2,3,22,Churn
4,3,4,2,4,2,1,1,3,0,0,Not churn
3,4,4,2,4,3,3,3,3,0,0,Churn
2,5,5,2,4,2,2,2,2,0,0,Churn
3,3,3,5,5,4,4,4,4,12,1,Not churn
3,3,3,4,4,5,5,5,5,2,0,Not churn
3,3,3,4,3,5,5,5,5,0,0,Not churn
1,1,1,5,5,5,3,3,3,85,97,Not churn
1,4,1,2,1,2,5,2,5,0,0,Churn
3,4,3,2,3,2,5,5,5,19,14,Churn
1,3,3,2,4,2,2,2,2,0,7,Churn
3,3,3,5,3,5,4,5,4,9,4,Churn
4,4,5,4,2,4,4,4,4,86,73,Churn
3,3,3,2,4,5,5,5,5,0,2,Not churn
2,1,2,4,2,4,1,5,3,0,5,Churn
3,5,5,3,3,1,1,1,1,1,0,Churn
1,5,5,1,1,1,1,3,3,149,133,Churn
4,4,4,4,5,5,5,5,5,18,0,Not churn
1,1,1,2,2,3,5,4,5,298,292,Not churn
3,3,3,4,4,4,4,4,4,33,44,Not churn
3,3,3,4,3,4,2,5,3,21,12,Churn
2,2,2,1,3,3,3,2,3,10,15,Churn
5,5,5,5,5,3,3,3,3,0,0,Not churn
2,1,1,2,3,2,1,1,3,0,0,Churn
3,5,3,2,4,2,2,3,2,0,6,Churn
1,1,2,3,2,3,2,5,3,0,0,Churn
3,1,3,2,4,5,5,5,5,0,0,Not churn
2,2,5,4,4,4,4,4,4,0,0,Not churn
4,4,4,5,5,3,3,5,4,0,0,Not churn
4,4,4,4,4,5,5,5,5,0,3,Not churn
2,3,2,2,3,2,4,4,3,213,197,Churn
3,5,5,3,3,3,4,5,4,0,0,Churn
4,2,2,4,4,4,1,5,5,0,0,Not churn
4,2,4,5,5,4,4,4,4,6,0,Not churn
3,5,3,4,3,4,3,5,5,0,0,Churn
0,4,0,2,0,2,4,2,5,0,0,Not churn
2,2,1,4,4,5,4,4,3,184,167,Not churn
3,3,3,5,3,5,4,4,5,27,21,Churn
1,1,1,5,4,5,5,5,5,0,0,Not churn
1,5,1,4,4,3,3,1,3,0,0,Churn
2,0,2,1,2,1,5,5,4,0,0,Churn
2,1,1,2,3,2,2,3,2,0,0,Churn
4,2,4,4,4,4,4,5,4,0,19,Not churn
3,3,3,3,4,2,1,4,1,312,312,Churn
